site,survey,species,count
San Onofre,1,semipalmated_plover,0
San Onofre,1,killdeer,0
San Onofre,1,greater_yellowlegs,0
San Onofre,1,willet,0
San Onofre,1,spotted_sandpiper,0
San Onofre,1,whimbrel,0
San Onofre,1,long_billed_curlew,0
San Onofre,1,marbled_godwit,0
San Onofre,1,black_turnstone,0
San Onofre,1,sanderling,0
San Onofre,1,western_sandpiper,0
San Onofre,1,least_sandpiper,0
San Onofre,1,dunlin,0
San Onofre,2,black_bellied_plover,0
San Onofre,2,snowy_plover,0
San Onofre,2,semipalmated_plover,0
San Onofre,2,killdeer,0
San Onofre,2,greater_yellowlegs,0
San Onofre,2,willet,0
San Onofre,2,spotted_sandpiper,0
San Onofre,2,whimbrel,0
San Onofre,2,long_billed_curlew,0
San Onofre,2,marbled_godwit,0
San Onofre,2,black_turnstone,0
San Onofre,2,sanderling,0
San Onofre,2,western_sandpiper,0
San Onofre,2,least_sandpiper,0
San Onofre,2,dunlin,0
San Onofre,3,black_bellied_plover,0
San Onofre,3,snowy_plover,0
San Onofre,3,semipalmated_plover,0
San Onofre,3,killdeer,2
San Onofre,3,greater_yellowlegs,0
San Onofre,3,willet,0
San Onofre,3,spotted_sandpiper,0
San Onofre,3,whimbrel,1
San Onofre,3,long_billed_curlew,0
San Onofre,3,marbled_godwit,0
San Onofre,3,black_turnstone,0
San Onofre,3,sanderling,0
San Onofre,3,western_sandpiper,0
San Onofre,3,least_sandpiper,0
San Onofre,3,dunlin,0
Sands,1,black_bellied_plover,66
Sands,1,snowy_plover,41
Sands,1,semipalmated_plover,0
Sands,1,killdeer,1
Sands,1,greater_yellowlegs,0
Sands,1,willet,0
Sands,1,spotted_sandpiper,0
Sands,1,whimbrel,0
Sands,1,long_billed_curlew,0
Sands,1,marbled_godwit,0
Sands,1,black_turnstone,0
Sands,1,sanderling,41
Sands,1,western_sandpiper,0
Sands,1,least_sandpiper,3
Sands,1,dunlin,0
Sands,2,black_bellied_plover,144
Sands,2,snowy_plover,75
Sands,2,semipalmated_plover,0
Sands,2,killdeer,0
Sands,2,greater_yellowlegs,0
Sands,2,willet,0
Sands,2,spotted_sandpiper,0
Sands,2,whimbrel,0
Sands,2,long_billed_curlew,0
Sands,2,marbled_godwit,0
Sands,2,black_turnstone,0
Sands,2,sanderling,14
Sands,2,western_sandpiper,0
Sands,2,least_sandpiper,0
Sands,2,dunlin,0
Sands,3,black_bellied_plover,0
Sands,3,snowy_plover,32
Sands,3,semipalmated_plover,0
Sands,3,killdeer,0
Sands,3,greater_yellowlegs,0
Sands,3,willet,0
Sands,3,spotted_sandpiper,0
Sands,3,whimbrel,0
Sands,3,long_billed_curlew,0
Sands,3,marbled_godwit,0
Sands,3,black_turnstone,0
Sands,3,sanderling,0
Sands,3,western_sandpiper,0
Sands,3,least_sandpiper,0
Sands,3,dunlin,0
Santa Claus,1,black_bellied_plover,24
Santa Claus,1,snowy_plover,0
Santa Claus,1,semipalmated_plover,0
Santa Claus,1,killdeer,0
Santa Claus,1,greater_yellowlegs,0
Santa Claus,1,willet,17
Santa Claus,1,spotted_sandpiper,0
Santa Claus,1,whimbrel,2
Santa Claus,1,long_billed_curlew,0
Santa Claus,1,marbled_godwit,1
Santa Claus,1,black_turnstone,0
Santa Claus,1,sanderling,26
Santa Claus,1,western_sandpiper,0
Santa Claus,1,least_sandpiper,0
Santa Claus,1,dunlin,0
Santa Claus,2,black_bellied_plover,1
Santa Claus,2,snowy_plover,23
Santa Claus,2,semipalmated_plover,0
Santa Claus,2,killdeer,0
Santa Claus,2,greater_yellowlegs,0
Santa Claus,2,willet,3
Santa Claus,2,spotted_sandpiper,0
Santa Claus,2,whimbrel,2
Santa Claus,2,long_billed_curlew,0
Santa Claus,2,marbled_godwit,10
Santa Claus,2,black_turnstone,0
Santa Claus,2,sanderling,0
Santa Claus,2,western_sandpiper,0
Santa Claus,2,least_sandpiper,0
Santa Claus,2,dunlin,0
Santa Claus,3,black_bellied_plover,3
Santa Claus,3,snowy_plover,0
Santa Claus,3,semipalmated_plover,0
Santa Claus,3,killdeer,0
Santa Claus,3,greater_yellowlegs,0
Santa Claus,3,willet,41
Santa Claus,3,spotted_sandpiper,0
Santa Claus,3,whimbrel,1
Santa Claus,3,long_billed_curlew,0
Santa Claus,3,marbled_godwit,4
Santa Claus,3,black_turnstone,0
Santa Claus,3,sanderling,52
Santa Claus,3,western_sandpiper,0
Santa Claus,3,least_sandpiper,0
Santa Claus,3,dunlin,0
Solimar,1,black_bellied_plover,2
Solimar,1,snowy_plover,0
Solimar,1,semipalmated_plover,0
Solimar,1,killdeer,0
Solimar,1,greater_yellowlegs,0
Solimar,1,willet,32
Solimar,1,spotted_sandpiper,0
Solimar,1,whimbrel,4
Solimar,1,long_billed_curlew,7
Solimar,1,marbled_godwit,18
Solimar,1,black_turnstone,0
Solimar,1,sanderling,0
Solimar,1,western_sandpiper,0
Solimar,1,least_sandpiper,0
Solimar,1,dunlin,0
Solimar,2,black_bellied_plover,2
Solimar,2,snowy_plover,0
Solimar,2,semipalmated_plover,0
Solimar,2,killdeer,0
Solimar,2,greater_yellowlegs,0
Solimar,2,willet,44
Solimar,2,spotted_sandpiper,0
Solimar,2,whimbrel,2
Solimar,2,long_billed_curlew,4
Solimar,2,marbled_godwit,34
Solimar,2,black_turnstone,0
Solimar,2,sanderling,0
Solimar,2,western_sandpiper,0
Solimar,2,least_sandpiper,0
Solimar,2,dunlin,0
Solimar,3,black_bellied_plover,0
Solimar,3,snowy_plover,0
Solimar,3,semipalmated_plover,0
Solimar,3,killdeer,0
Solimar,3,greater_yellowlegs,0
Solimar,3,willet,12
Solimar,3,spotted_sandpiper,0
Solimar,3,whimbrel,1
Solimar,3,long_billed_curlew,3
Solimar,3,marbled_godwit,3
Solimar,3,black_turnstone,0
Solimar,3,sanderling,0
Solimar,3,western_sandpiper,0
Solimar,3,least_sandpiper,0
Solimar,3,dunlin,0
Tajiguas,1,black_bellied_plover,1
Tajiguas,1,snowy_plover,0
Tajiguas,1,semipalmated_plover,0
Tajiguas,1,killdeer,7
Tajiguas,1,greater_yellowlegs,0
Tajiguas,1,willet,0
Tajiguas,1,spotted_sandpiper,1
Tajiguas,1,whimbrel,0
Tajiguas,1,long_billed_curlew,0
Tajiguas,1,marbled_godwit,0
Tajiguas,1,black_turnstone,0
Tajiguas,1,sanderling,65
Tajiguas,1,western_sandpiper,0
Tajiguas,1,least_sandpiper,0
Tajiguas,1,dunlin,0
Tajiguas,2,black_bellied_plover,0
Tajiguas,2,snowy_plover,0
Tajiguas,2,semipalmated_plover,0
Tajiguas,2,killdeer,11
Tajiguas,2,greater_yellowlegs,0
Tajiguas,2,willet,0
Tajiguas,2,spotted_sandpiper,0
Tajiguas,2,whimbrel,0
Tajiguas,2,long_billed_curlew,0
Tajiguas,2,marbled_godwit,0
Tajiguas,2,black_turnstone,0
Tajiguas,2,sanderling,57
Tajiguas,2,western_sandpiper,0
Tajiguas,2,least_sandpiper,0
Tajiguas,2,dunlin,0
Tajiguas,3,black_bellied_plover,0
Tajiguas,3,snowy_plover,0
Tajiguas,3,semipalmated_plover,0
Tajiguas,3,killdeer,11
Tajiguas,3,greater_yellowlegs,0
Tajiguas,3,willet,0
Tajiguas,3,spotted_sandpiper,0
Tajiguas,3,whimbrel,1
Tajiguas,3,long_billed_curlew,11
Tajiguas,3,marbled_godwit,0
Tajiguas,3,black_turnstone,0
Tajiguas,3,sanderling,0
Tajiguas,3,western_sandpiper,0
Tajiguas,3,least_sandpiper,0
Tajiguas,3,dunlin,0
Thousand Steps,1,black_bellied_plover,0
Thousand Steps,1,snowy_plover,0
Thousand Steps,1,semipalmated_plover,0
Thousand Steps,1,killdeer,0
Thousand Steps,1,greater_yellowlegs,0
Thousand Steps,1,willet,0
Thousand Steps,1,spotted_sandpiper,0
Thousand Steps,1,whimbrel,0
Thousand Steps,1,long_billed_curlew,0
Thousand Steps,1,marbled_godwit,0
Thousand Steps,1,black_turnstone,0
Thousand Steps,1,sanderling,0
Thousand Steps,1,western_sandpiper,0
Thousand Steps,1,least_sandpiper,0
Thousand Steps,1,dunlin,0
Thousand Steps,2,black_bellied_plover,0
Thousand Steps,2,snowy_plover,0
Thousand Steps,2,semipalmated_plover,0
Thousand Steps,2,killdeer,0
Thousand Steps,2,greater_yellowlegs,0
Thousand Steps,2,willet,0
Thousand Steps,2,spotted_sandpiper,0
Thousand Steps,2,whimbrel,0
Thousand Steps,2,long_billed_curlew,1
Thousand Steps,2,marbled_godwit,0
Thousand Steps,2,black_turnstone,0
Thousand Steps,2,sanderling,0
Thousand Steps,2,western_sandpiper,0
Thousand Steps,2,least_sandpiper,0
Thousand Steps,2,dunlin,0
Thousand Steps,3,black_bellied_plover,0
Thousand Steps,3,snowy_plover,0
Thousand Steps,3,semipalmated_plover,0
Thousand Steps,3,killdeer,0
Thousand Steps,3,greater_yellowlegs,0
Thousand Steps,3,willet,0
Thousand Steps,3,spotted_sandpiper,3
Thousand Steps,3,whimbrel,0
Thousand Steps,3,long_billed_curlew,1
Thousand Steps,3,marbled_godwit,0
Thousand Steps,3,black_turnstone,0
Thousand Steps,3,sanderling,0
Thousand Steps,3,western_sandpiper,0
Thousand Steps,3,least_sandpiper,0
Thousand Steps,3,dunlin,0
Wallace,1,black_bellied_plover,0
Wallace,1,snowy_plover,0
Wallace,1,semipalmated_plover,0
Wallace,1,killdeer,0
Wallace,1,greater_yellowlegs,0
Wallace,1,willet,0
Wallace,1,spotted_sandpiper,0
Wallace,1,whimbrel,0
Wallace,1,long_billed_curlew,0
Wallace,1,marbled_godwit,0
Wallace,1,black_turnstone,0
Wallace,1,sanderling,0
Wallace,1,western_sandpiper,0
Wallace,1,least_sandpiper,0
Wallace,1,dunlin,0
Wallace,2,black_bellied_plover,0
Wallace,2,snowy_plover,0
Wallace,2,semipalmated_plover,0
Wallace,2,killdeer,0
Wallace,2,greater_yellowlegs,0
Wallace,2,willet,0
Wallace,2,spotted_sandpiper,0
Wallace,2,whimbrel,0
Wallace,2,long_billed_curlew,0
Wallace,2,marbled_godwit,0
Wallace,2,black_turnstone,0
Wallace,2,sanderling,0
Wallace,2,western_sandpiper,0
Wallace,2,least_sandpiper,0
Wallace,2,dunlin,0
Wallace,3,black_bellied_plover,0
Wallace,3,snowy_plover,0
Wallace,3,semipalmated_plover,0
Wallace,3,killdeer,0
Wallace,3,greater_yellowlegs,0
Wallace,3,willet,36
Wallace,3,spotted_sandpiper,0
Wallace,3,whimbrel,7
Wallace,3,long_billed_curlew,0
Wallace,3,marbled_godwit,9
Wallace,3,black_turnstone,0
Wallace,3,sanderling,62
Wallace,3,western_sandpiper,0
Wallace,3,least_sandpiper,0
Wallace,3,dunlin,0
